# This file was produced by the NASA Exoplanet Archive  http://exoplanetarchive.ipac.caltech.edu
# Sat Jul 26 18:06:36 2025
#
# User preference: *
#
# CONSTRAINT:  where (sy_snum = 1
# CONSTRAINT:  and discoverymethod like '%Radial Velocity%')
#
# COLUMN pl_name:        Planet Name
# COLUMN hostname:       Host Name
# COLUMN sy_snum:        Number of Stars
# COLUMN sy_pnum:        Number of Planets
# COLUMN discoverymethod: Discovery Method
# COLUMN disc_year:      Discovery Year
# COLUMN disc_facility:  Discovery Facility
# COLUMN pl_controv_flag: Controversial Flag
# COLUMN pl_orbper:      Orbital Period [days]
# COLUMN pl_orbpererr1:  Orbital Period Upper Unc. [days]
# COLUMN pl_orbpererr2:  Orbital Period Lower Unc. [days]
# COLUMN pl_orbperlim:   Orbital Period Limit Flag
# COLUMN pl_orbsmax:     Orbit Semi-Major Axis [au]
# COLUMN pl_orbsmaxerr1: Orbit Semi-Major Axis Upper Unc. [au]
# COLUMN pl_orbsmaxerr2: Orbit Semi-Major Axis Lower Unc. [au]
# COLUMN pl_orbsmaxlim:  Orbit Semi-Major Axis Limit Flag
# COLUMN pl_rade:        Planet Radius [Earth Radius]
# COLUMN pl_radeerr1:    Planet Radius Upper Unc. [Earth Radius]
# COLUMN pl_radeerr2:    Planet Radius Lower Unc. [Earth Radius]
# COLUMN pl_radelim:     Planet Radius Limit Flag
# COLUMN pl_radj:        Planet Radius [Jupiter Radius]
# COLUMN pl_radjerr1:    Planet Radius Upper Unc. [Jupiter Radius]
# COLUMN pl_radjerr2:    Planet Radius Lower Unc. [Jupiter Radius]
# COLUMN pl_radjlim:     Planet Radius Limit Flag
# COLUMN pl_bmasse:      Planet Mass or Mass*sin(i) [Earth Mass]
# COLUMN pl_bmasseerr1:  Planet Mass or Mass*sin(i) [Earth Mass] Upper Unc.
# COLUMN pl_bmasseerr2:  Planet Mass or Mass*sin(i) [Earth Mass] Lower Unc.
# COLUMN pl_bmasselim:   Planet Mass or Mass*sin(i) [Earth Mass] Limit Flag
# COLUMN pl_bmassj:      Planet Mass or Mass*sin(i) [Jupiter Mass]
# COLUMN pl_bmassjerr1:  Planet Mass or Mass*sin(i) [Jupiter Mass] Upper Unc.
# COLUMN pl_bmassjerr2:  Planet Mass or Mass*sin(i) [Jupiter Mass] Lower Unc.
# COLUMN pl_bmassjlim:   Planet Mass or Mass*sin(i) [Jupiter Mass] Limit Flag
# COLUMN pl_bmassprov:   Planet Mass or Mass*sin(i) Provenance
# COLUMN pl_orbeccen:    Eccentricity
# COLUMN pl_orbeccenerr1: Eccentricity Upper Unc.
# COLUMN pl_orbeccenerr2: Eccentricity Lower Unc.
# COLUMN pl_orbeccenlim: Eccentricity Limit Flag
# COLUMN pl_insol:       Insolation Flux [Earth Flux]
# COLUMN pl_insolerr1:   Insolation Flux Upper Unc. [Earth Flux]
# COLUMN pl_insolerr2:   Insolation Flux Lower Unc. [Earth Flux]
# COLUMN pl_insollim:    Insolation Flux Limit Flag
# COLUMN pl_eqt:         Equilibrium Temperature [K]
# COLUMN pl_eqterr1:     Equilibrium Temperature Upper Unc. [K]
# COLUMN pl_eqterr2:     Equilibrium Temperature Lower Unc. [K]
# COLUMN pl_eqtlim:      Equilibrium Temperature Limit Flag
# COLUMN ttv_flag:       Data show Transit Timing Variations
# COLUMN st_spectype:    Spectral Type
# COLUMN st_teff:        Stellar Effective Temperature [K]
# COLUMN st_tefferr1:    Stellar Effective Temperature Upper Unc. [K]
# COLUMN st_tefferr2:    Stellar Effective Temperature Lower Unc. [K]
# COLUMN st_tefflim:     Stellar Effective Temperature Limit Flag
# COLUMN st_rad:         Stellar Radius [Solar Radius]
# COLUMN st_raderr1:     Stellar Radius Upper Unc. [Solar Radius]
# COLUMN st_raderr2:     Stellar Radius Lower Unc. [Solar Radius]
# COLUMN st_radlim:      Stellar Radius Limit Flag
# COLUMN st_mass:        Stellar Mass [Solar mass]
# COLUMN st_masserr1:    Stellar Mass Upper Unc. [Solar mass]
# COLUMN st_masserr2:    Stellar Mass Lower Unc. [Solar mass]
# COLUMN st_masslim:     Stellar Mass Limit Flag
# COLUMN st_met:         Stellar Metallicity [dex]
# COLUMN st_meterr1:     Stellar Metallicity Upper Unc. [dex]
# COLUMN st_meterr2:     Stellar Metallicity Lower Unc. [dex]
# COLUMN st_metlim:      Stellar Metallicity Limit Flag
# COLUMN st_metratio:    Stellar Metallicity Ratio
# COLUMN st_logg:        Stellar Surface Gravity [log10(cm/s**2)]
# COLUMN st_loggerr1:    Stellar Surface Gravity Upper Unc. [log10(cm/s**2)]
# COLUMN st_loggerr2:    Stellar Surface Gravity Lower Unc. [log10(cm/s**2)]
# COLUMN st_logglim:     Stellar Surface Gravity Limit Flag
# COLUMN rastr:          RA [sexagesimal]
# COLUMN ra:             RA [deg]
# COLUMN decstr:         Dec [sexagesimal]
# COLUMN dec:            Dec [deg]
# COLUMN sy_dist:        Distance [pc]
# COLUMN sy_disterr1:    Distance [pc] Upper Unc
# COLUMN sy_disterr2:    Distance [pc] Lower Unc
# COLUMN sy_vmag:        V (Johnson) Magnitude
# COLUMN sy_vmagerr1:    V (Johnson) Magnitude Upper Unc
# COLUMN sy_vmagerr2:    V (Johnson) Magnitude Lower Unc
# COLUMN sy_kmag:        Ks (2MASS) Magnitude
# COLUMN sy_kmagerr1:    Ks (2MASS) Magnitude Upper Unc
# COLUMN sy_kmagerr2:    Ks (2MASS) Magnitude Lower Unc
# COLUMN sy_gaiamag:     Gaia Magnitude
# COLUMN sy_gaiamagerr1: Gaia Magnitude Upper Unc
# COLUMN sy_gaiamagerr2: Gaia Magnitude Lower Unc
#
pl_name,hostname,sy_snum,sy_pnum,discoverymethod,disc_year,disc_facility,pl_controv_flag,pl_orbper,pl_orbpererr1,pl_orbpererr2,pl_orbperlim,pl_orbsmax,pl_orbsmaxerr1,pl_orbsmaxerr2,pl_orbsmaxlim,pl_rade,pl_radeerr1,pl_radeerr2,pl_radelim,pl_radj,pl_radjerr1,pl_radjerr2,pl_radjlim,pl_bmasse,pl_bmasseerr1,pl_bmasseerr2,pl_bmasselim,pl_bmassj,pl_bmassjerr1,pl_bmassjerr2,pl_bmassjlim,pl_bmassprov,pl_orbeccen,pl_orbeccenerr1,pl_orbeccenerr2,pl_orbeccenlim,pl_insol,pl_insolerr1,pl_insolerr2,pl_insollim,pl_eqt,pl_eqterr1,pl_eqterr2,pl_eqtlim,ttv_flag,st_spectype,st_teff,st_tefferr1,st_tefferr2,st_tefflim,st_rad,st_raderr1,st_raderr2,st_radlim,st_mass,st_masserr1,st_masserr2,st_masslim,st_met,st_meterr1,st_meterr2,st_metlim,st_metratio,st_logg,st_loggerr1,st_loggerr2,st_logglim,rastr,ra,decstr,dec,sy_dist,sy_disterr1,sy_disterr2,sy_vmag,sy_vmagerr1,sy_vmagerr2,sy_kmag,sy_kmagerr1,sy_kmagerr2,sy_gaiamag,sy_gaiamagerr1,sy_gaiamagerr2
HD 211810 b,HD 211810,1,1,Radial Velocity,2018,W. M. Keck Observatory,0,1558.00000000000,22.00000000000,-22.00000000000,0,2.6560000000,0.0430000000,-0.0430000000,0,14.00000000,,,0,1.25000000,,,0,212.94610000,139.84520000,-139.84520000,0,0.67000000,0.44000000,-0.44000000,0,Msini,0.680000,0.140000,-0.140000,0,,,,,,,,,0,G5,5652.00,,,0,1.130000,1.130000,-1.130000,0,1.030000,0.020000,-0.020000,0,0.1700,,,0,[Fe/H],4.263350,0.080878,-0.076045,0,22h18m06.88s,334.5286724,+61d08m05.97s,61.1349912,64.63530000,0.13100000,-0.13040000,8.5900000,0.0300000,-0.0300000,6.9690000,0.0230000,-0.0230000,8.4178310,0.0002630,-0.0002630
HD 211970 b,HD 211970,1,1,Radial Velocity,2019,Las Campanas Observatory,0,25.20100000000,0.02500000000,-0.02500000000,0,0.1430000000,0.0030000000,-0.0030000000,0,3.66000000,,,0,0.32700000,,,0,13.00000000,2.50000000,-2.50000000,0,0.04090237,0.00786584,-0.00786584,0,Msini,0.150000,0.100000,-0.100000,0,,,,,,,,,0,K7 V,4127.00,149.00,-94.00,0,0.574175,0.027151,-0.039235,0,0.610000,0.040000,-0.040000,0,,,,,,4.692100,0.100772,-0.130597,0,22h22m15.88s,335.5661579,-54d33m34.56s,-54.5596006,13.12770000,0.00690000,-0.00700000,10.2400000,0.0600000,-0.0600000,5.6630000,0.0210000,-0.0210000,8.4044400,0.0005340,-0.0005340
HD 212771 b,HD 212771,1,1,Radial Velocity,2009,W. M. Keck Observatory,0,380.70000000000,1.40000000000,-1.40000000000,0,1.1900000000,0.1300000000,-0.1300000000,0,13.30000000,,,0,1.18000000,,,0,759.61370000,85.81410000,-85.81410000,0,2.39000000,0.27000000,-0.27000000,0,Msini,0.076000,0.051000,-0.051000,0,,,,,,,,,0,G8 IV,5003.00,,,0,5.270000,,,0,1.560000,,,0,-0.2100,0.0300,-0.0300,0,[Fe/H],3.310000,,,0,22h27m02.98s,336.7624130,-17d15m50.78s,-17.2641046,111.15500000,0.54450000,-0.54450000,7.6000000,0.0300000,-0.0300000,5.4960000,0.0180000,-0.0180000,7.3520800,0.0002950,-0.0002950
HD 213472 b,HD 213472,1,1,Radial Velocity,2021,Multiple Observatories,0,17000.00000000000,12000.00000000000,-4800.00000000000,0,13.0000000000,5.7000000000,-2.6000000000,0,13.10000000,,,0,1.17000000,,,0,1112.39942450,349.61124770,-187.51876013,0,3.50000000,1.10000000,-0.59000000,0,Msini,0.530000,0.120000,-0.085000,0,,,,,,,,,0,,5729.54,99.37,-99.37,0,1.433902,0.033486,-0.033486,0,1.048132,0.050666,-0.050666,0,0.1249,0.0624,-0.0624,0,[Fe/H],4.144921,0.031561,-0.031561,0,22h30m49.68s,337.7069969,+40d43m20.02s,40.7222277,64.45270000,0.15090000,-0.15010000,8.1700000,0.0300000,-0.0300000,6.6090000,0.0200000,-0.0200000,8.0118900,0.0002240,-0.0002240
HD 213519 b,HD 213519,1,1,Radial Velocity,2022,Multiple Observatories,0,11.12214000000,0.00098000000,-0.00097000000,0,0.0990000000,0.0040000000,-0.0040000000,0,2.99000000,,,0,0.26700000,,,0,9.21702380,2.86045566,-1.27131363,0,0.02900000,0.00900000,-0.00400000,0,Msini,0.413000,0.172000,-0.144000,0,,,,,,,,,0,,5840.00,91.61,-115.45,0,1.082870,0.052794,-0.035689,0,1.050000,0.133000,-0.133000,0,0.0100,0.1000,-0.1000,0,[M/H],4.390110,0.058693,-0.084481,0,22h31m05.47s,337.7727845,+45d08m42.89s,45.1452472,41.00140000,0.05670000,-0.05650000,7.6800000,0.0300000,-0.0300000,6.1400000,0.0180000,-0.0180000,7.5162500,0.0001870,-0.0001870
HD 213885 c,HD 213885,1,2,Radial Velocity,2019,Multiple Observatories,0,4.78503000000,0.00056000000,-0.00051000000,0,0.0567980000,0.0004400000,-0.0003200000,0,4.71000000,,,0,0.42000000,,,0,19.95000000,1.38000000,-1.36000000,0,0.06276941,0.00434194,-0.00427902,0,Msini,0.000000,,,0,,,,,1265.40,7.30,-8.40,0,0,G,5978.00,50.00,-50.00,0,1.101100,0.008000,-0.007500,0,1.068000,0.020000,-0.018000,0,-0.0400,0.0300,-0.0300,0,[Fe/H],4.382700,0.009500,-0.009700,0,22h35m56.09s,338.9837166,-59d51m53.38s,-59.8648290,48.08830000,0.09910000,-0.09870000,7.9500000,0.0300000,-0.0300000,6.4190000,0.0240000,-0.0240000,7.8017300,0.0002470,-0.0002470
HD 21411 b,HD 21411,1,1,Radial Velocity,2019,Las Campanas Observatory,0,84.28800000000,0.12700000000,-0.12700000000,0,0.3620000000,0.0070000000,-0.0070000000,0,9.52000000,,,0,0.85000000,,,0,65.90000000,25.60000000,-25.60000000,0,0.20734355,0.08054620,-0.08054620,0,Msini,0.400000,0.150000,-0.150000,0,,,,,,,,,0,G8 V,5605.00,247.00,-132.00,0,0.825605,0.036014,-0.039650,0,0.890000,0.050000,-0.050000,0,-0.2650,0.0071,-0.0071,0,[M/H],4.510000,0.030000,-0.030000,0,03h26m11.38s,51.5474155,-30d37m00.63s,-30.6168403,29.13280000,0.03120000,-0.03120000,7.8800000,0.0300000,-0.0300000,6.1310000,0.0160000,-0.0160000,7.6818300,0.0001810,-0.0001810
HD 215152 b,HD 215152,1,4,Radial Velocity,2018,La Silla Observatory,0,5.75999000000,0.00157000000,-0.00175000000,0,0.0576380000,0.0007390000,-0.0007590000,0,1.19000000,,,0,0.10600000,,,0,1.81900000,0.50100000,-0.62900000,0,0.00572319,0.00157631,-0.00197905,0,Msini,0.000000,,,0,,,,,,,,,0,K3 V,4935.00,76.00,-76.00,0,0.730000,0.018000,-0.018000,0,0.770000,0.015000,-0.015000,0,-0.1000,0.0400,-0.0400,0,[Fe/H],4.400000,,,0,22h43m21.14s,340.8380941,-06d24m07.45s,-6.4020685,21.59740000,0.04880000,-0.04850000,8.1100000,0.0300000,-0.0300000,5.7750000,0.0260000,-0.0260000,7.8016300,0.0003910,-0.0003910
HD 215152 c,HD 215152,1,4,Radial Velocity,2018,La Silla Observatory,0,7.28243000000,0.00451000000,-0.00827000000,0,0.0673930000,0.0008600000,-0.0008930000,0,1.17000000,,,0,0.10500000,,,0,1.72000000,0.61800000,-0.72500000,0,0.00541170,0.00194444,-0.00228109,0,Msini,0.000000,,,0,,,,,,,,,0,K3 V,4935.00,76.00,-76.00,0,0.730000,0.018000,-0.018000,0,0.770000,0.015000,-0.015000,0,-0.1000,0.0400,-0.0400,0,[Fe/H],4.400000,,,0,22h43m21.14s,340.8380941,-06d24m07.45s,-6.4020685,21.59740000,0.04880000,-0.04850000,8.1100000,0.0300000,-0.0300000,5.7750000,0.0260000,-0.0260000,7.8016300,0.0003910,-0.0003910
HD 215152 d,HD 215152,1,4,Radial Velocity,2018,La Silla Observatory,0,10.86499000000,0.00564000000,-0.00613000000,0,0.0879900000,0.0011300000,-0.0011600000,0,1.48000000,,,0,0.13200000,,,0,2.80100000,0.80900000,-0.92300000,0,0.00881289,0.00254539,-0.00290407,0,Msini,0.000000,,,0,,,,,,,,,0,K3 V,4935.00,76.00,-76.00,0,0.730000,0.018000,-0.018000,0,0.770000,0.015000,-0.015000,0,-0.1000,0.0400,-0.0400,0,[Fe/H],4.400000,,,0,22h43m21.14s,340.8380941,-06d24m07.45s,-6.4020685,21.59740000,0.04880000,-0.04850000,8.1100000,0.0300000,-0.0300000,5.7750000,0.0260000,-0.0260000,7.8016300,0.0003910,-0.0003910
HD 215152 e,HD 215152,1,4,Radial Velocity,2018,La Silla Observatory,0,25.19670000000,0.04760000000,-0.05050000000,0,0.1541700000,0.0019900000,-0.0020400000,0,1.51000000,,,0,0.13400000,,,0,2.87700000,1.06300000,-1.48100000,0,0.00905201,0.00334456,-0.00465972,0,Msini,0.000000,,,0,,,,,,,,,0,K3 V,4935.00,76.00,-76.00,0,0.730000,0.018000,-0.018000,0,0.770000,0.015000,-0.015000,0,-0.1000,0.0400,-0.0400,0,[Fe/H],4.400000,,,0,22h43m21.14s,340.8380941,-06d24m07.45s,-6.4020685,21.59740000,0.04880000,-0.04850000,8.1100000,0.0300000,-0.0300000,5.7750000,0.0260000,-0.0260000,7.8016300,0.0003910,-0.0003910
HD 215497 b,HD 215497,1,2,Radial Velocity,2009,La Silla Observatory,0,3.93404000000,0.00066000000,-0.00066000000,0,0.0500000000,0.0000000000,0.0000000000,0,2.40000000,,,0,0.21400000,,,0,6.35660000,3.17830000,-3.17830000,0,0.02000000,0.01000000,-0.01000000,0,Msini,0.160000,0.090000,-0.090000,0,,,,,,,,,0,K3 V,5110.00,108.00,-108.00,0,0.850000,0.040000,-0.040000,0,0.670000,0.330000,-0.330000,0,0.2000,,,0,[Fe/H],4.400000,0.210000,-0.210000,0,22h46m36.65s,341.6527140,-56d35m59.27s,-56.5997984,40.54680000,0.05370000,-0.05350000,8.9600000,0.0300000,-0.0300000,6.7840000,0.0240000,-0.0240000,8.6860500,0.0002290,-0.0002290
HD 215497 c,HD 215497,1,2,Radial Velocity,2009,La Silla Observatory,0,566.00000000000,4.00000000000,-4.00000000000,0,1.3100000000,0.0200000000,-0.0200000000,0,13.00000000,,,0,1.16000000,,,0,111.23994245,6.35656814,-6.35656814,0,0.35000000,0.02000000,-0.02000000,0,Mass,0.470000,0.030000,-0.040000,0,,,,,,,,,0,K3 V,5113.00,93.00,-93.00,0,0.850000,0.040000,-0.040000,0,0.920000,0.050000,-0.050000,0,0.2300,0.0700,-0.0700,0,[Fe/H],4.310000,0.170000,-0.170000,0,22h46m36.65s,341.6527140,-56d35m59.27s,-56.5997984,40.54680000,0.05370000,-0.05350000,8.9600000,0.0300000,-0.0300000,6.7840000,0.0240000,-0.0240000,8.6860500,0.0002290,-0.0002290
HD 216435 b,HD 216435,1,1,Radial Velocity,2002,Anglo-Australian Telescope,0,1311.00000000000,49.00000000000,-49.00000000000,0,2.5600000000,0.1700000000,-0.1700000000,0,13.70000000,,,0,1.22000000,,,0,400.40000000,41.30000000,-41.30000000,0,1.26000000,0.13000000,-0.13000000,0,Msini,0.070000,0.078000,-0.078000,0,,,,,,,,,0,G0 V,5999.00,60.00,-60.00,0,1.800029,0.030598,-0.033533,0,1.300000,,,0,0.2440,,,0,[Fe/H],4.154000,,,0,22h53m38.27s,343.4094703,-48d35m55.08s,-48.5986332,32.98340000,0.08480000,-0.08430000,6.0300000,0.0300000,-0.0300000,4.6120000,0.0200000,-0.0200000,5.8835700,0.0007591,-0.0007591
HD 216437 b,HD 216437,1,1,Radial Velocity,2002,Anglo-Australian Telescope,0,1359.00000000000,1.00000000000,-1.00000000000,0,2.5700000000,0.0400000000,-0.0400000000,0,13.00000000,,,0,1.16000000,,,0,1334.87930940,222.47988490,-222.47988490,0,4.20000000,0.70000000,-0.70000000,0,Mass,0.310000,0.010000,-0.010000,0,,,,,,,,,0,G1 V,5909.00,31.00,-31.00,0,1.394000,0.032000,-0.032000,0,1.220000,0.060000,-0.060000,0,0.2000,0.1000,-0.1000,0,[Fe/H],4.188000,0.026000,-0.026000,0,22h54m39.35s,343.6639631,-70d04m24.22s,-70.0733957,26.69020000,0.03220000,-0.03210000,6.0400000,0.0300000,-0.0300000,4.5180000,0.0310000,-0.0310000,5.8939700,0.0008152,-0.0008152
HD 216520 b,HD 216520,1,2,Radial Velocity,2020,Multiple Observatories,0,35.45000000000,0.01100000000,-0.01100000000,0,0.1980000000,0.0004000000,-0.0004000000,0,3.18000000,,,0,0.28400000,,,0,10.26000000,0.99000000,-0.99000000,0,0.03228141,0.00311487,-0.00311487,0,Msini,0.090000,0.060000,-0.060000,0,,,,,,,,,0,K2,5103.00,20.00,-20.00,0,0.760000,0.007000,-0.007000,0,0.820000,0.040000,-0.040000,0,-0.1600,,,0,[Fe/H],4.540000,0.028000,-0.028000,0,22h47m30.45s,341.8768719,+83d41m51.11s,83.6975307,19.55200000,0.01130000,-0.01130000,7.5300000,0.0300000,-0.0300000,5.4490000,0.0210000,-0.0210000,7.2789600,0.0002180,-0.0002180
HD 216520 c,HD 216520,1,2,Radial Velocity,2020,Multiple Observatories,0,154.43000000000,0.44000000000,-0.44000000000,0,0.5280000000,0.0100000000,-0.0100000000,0,3.03000000,,,0,0.27100000,,,0,9.44000000,1.63000000,-1.63000000,0,0.02970141,0.00512853,-0.00512853,0,Msini,0.120000,0.080000,-0.080000,0,,,,,,,,,0,K2,5103.00,20.00,-20.00,0,0.760000,0.007000,-0.007000,0,0.820000,0.040000,-0.040000,0,-0.1600,,,0,[Fe/H],4.540000,0.028000,-0.028000,0,22h47m30.45s,341.8768719,+83d41m51.11s,83.6975307,19.55200000,0.01130000,-0.01130000,7.5300000,0.0300000,-0.0300000,5.4490000,0.0210000,-0.0210000,7.2789600,0.0002180,-0.0002180
HD 216536 b,HD 216536,1,1,Radial Velocity,2015,McDonald Observatory,0,148.60001000000,0.70000000000,-0.70000000000,0,0.6100000000,0.0600000000,-0.0600000000,0,13.80000000,,,0,1.23000000,,,0,333.72150000,127.13200000,-127.13200000,0,1.05000000,0.40000000,-0.40000000,0,Msini,0.380000,0.110000,-0.110000,0,,,,,,,,,0,K0,4639.00,45.00,-45.00,0,9.830000,1.280000,-1.280000,0,0.810000,0.440000,-0.440000,0,-0.1700,,,0,[Fe/H],2.360000,0.210000,-0.210000,0,22h53m03.98s,343.2665641,+44d28m39.83s,44.4777303,376.23300000,3.77450000,-3.77450000,9.2290000,0.0030000,-0.0030000,6.4960000,0.0180000,-0.0180000,8.8832400,0.0002420,-0.0002420
HD 216770 b,HD 216770,1,1,Radial Velocity,2003,La Silla Observatory,0,118.45000000000,0.55000000000,-0.55000000000,0,0.4600000000,0.0100000000,-0.0100000000,0,14.10000000,,,0,1.26000000,,,0,181.16310000,15.89150000,-15.89150000,0,0.57000000,0.05000000,-0.05000000,0,Msini,0.370000,0.060000,-0.060000,0,,,,,,,,,0,G9 V CN+1,5399.00,18.00,-18.00,0,0.930000,0.020000,-0.020000,0,0.740000,0.070000,-0.070000,0,0.2700,,,0,[Fe/H],4.370000,0.040000,-0.040000,0,22h55m53.97s,343.9748751,-26d39m34.30s,-26.6595286,36.66250000,0.09840000,-0.09790000,8.1100000,0.0300000,-0.0300000,6.3110000,0.0210000,-0.0210000,7.9163800,0.0005080,-0.0005080
HD 21693 b,HD 21693,1,2,Radial Velocity,2019,La Silla Observatory,0,22.67860000000,0.00850000000,-0.00870000000,0,0.1455000000,0.0058000000,-0.0063000000,0,2.80000000,,,0,0.25000000,,,0,8.23000000,1.08000000,-1.05000000,0,0.02590000,0.00340000,-0.00330000,0,Msini,0.120000,0.090000,-0.080000,0,,,,,,,,,0,G8 V,5430.00,26.00,-26.00,0,0.914378,0.007868,-0.022886,0,0.800000,,,0,0.0000,0.0200,-0.0200,0,[Fe/H],4.370000,0.040000,-0.040000,0,03h27m12.97s,51.8040469,-58d19m23.78s,-58.3232726,33.25500000,0.03490000,-0.03480000,7.9500000,0.0300000,-0.0300000,6.1930000,0.0170000,-0.0170000,7.7570100,0.0001940,-0.0001940
HD 21693 c,HD 21693,1,2,Radial Velocity,2019,La Silla Observatory,0,53.73570000000,0.03120000000,-0.03090000000,0,0.2586000000,0.0103000000,-0.0113000000,0,4.34000000,,,0,0.38700000,,,0,17.37000000,1.77000000,-1.79000000,0,0.05470000,0.00560000,-0.00560000,0,Msini,0.070000,0.060000,-0.050000,0,,,,,,,,,0,G8 V,5430.00,26.00,-26.00,0,0.914378,0.007868,-0.022886,0,0.800000,,,0,0.0000,0.0200,-0.0200,0,[Fe/H],4.370000,0.040000,-0.040000,0,03h27m12.97s,51.8040469,-58d19m23.78s,-58.3232726,33.25500000,0.03490000,-0.03480000,7.9500000,0.0300000,-0.0300000,6.1930000,0.0170000,-0.0170000,7.7570100,0.0001940,-0.0001940
HD 217107 b,HD 217107,1,2,Radial Velocity,1998,Lick Observatory,0,7.12682000000,0.00003900000,-0.00003900000,0,0.0800000000,0.0000000000,0.0000000000,0,13.60000000,,,0,1.22000000,,,0,413.17900000,15.89150000,-15.89150000,0,1.30000000,0.05000000,-0.05000000,0,Msini,0.130000,0.010000,-0.010000,0,,,,,,,,,0,G8 IV,5622.00,17.00,-17.00,0,1.110000,0.010000,-0.010000,0,1.000000,0.050000,-0.050000,0,0.3600,,,0,[Fe/H],4.340000,0.020000,-0.020000,0,22h58m15.53s,344.5647243,-02d23m43.62s,-2.3954489,20.06190000,0.02320000,-0.02330000,6.1550000,0.0050000,-0.0050000,4.5360000,0.0210000,-0.0210000,5.9640100,0.0003877,-0.0003877
HD 217107 c,HD 217107,1,2,Radial Velocity,2005,Lick Observatory,0,4270.00000000000,220.00000000000,-220.00000000000,0,5.3200000000,0.3800000000,-0.3800000000,0,13.20000000,,,0,1.18000000,,,0,826.32000000,47.67000000,-47.67000000,0,2.60000000,0.15000000,-0.15000000,0,Msini,0.517000,0.033000,-0.033000,0,,,,,,,,,0,G8 IV,5575.00,126.21,-89.59,0,1.199310,0.059975,-0.049381,0,0.980000,0.146363,-0.097498,0,0.2800,0.1000,-0.1000,0,[M/H],4.271430,0.075240,-0.070843,0,22h58m15.53s,344.5647243,-02d23m43.62s,-2.3954489,20.06190000,0.02320000,-0.02330000,6.1550000,0.0050000,-0.0050000,4.5360000,0.0210000,-0.0210000,5.9640100,0.0003877,-0.0003877
HD 217958 b,HD 217958,1,1,Radial Velocity,2022,Multiple Observatories,0,2560.19774000000,66.52293000000,-91.15204000000,0,3.7580000000,0.1690000000,-0.2000000000,0,14.20000000,,,0,1.27000000,,,0,166.54208527,110.28645723,-20.02318964,0,0.52400000,0.34700000,-0.06300000,0,Mass,0.156000,0.093000,-0.081000,0,,,,,,,,,0,,5930.64,108.90,-161.07,0,1.326190,0.060683,-0.075236,0,1.080000,0.141000,-0.141000,0,0.2865,0.0257,-0.0257,0,[M/H],4.226280,0.109172,-0.052064,0,23h04m32.78s,346.1365770,-25d41m30.39s,-25.6917758,61.79570000,0.20990000,-0.20860000,8.0500000,0.0300000,-0.0300000,6.5130000,0.0260000,-0.0260000,7.8950100,0.0005100,-0.0005100
HD 218566 b,HD 218566,1,1,Radial Velocity,2010,W. M. Keck Observatory,0,225.70000000000,0.40000000000,-0.40000000000,0,0.6900000000,0.0100000000,-0.0100000000,0,9.32000000,,,0,0.83200000,,,0,63.56600000,19.06980000,-19.06980000,0,0.20000000,0.06000000,-0.06000000,0,Msini,0.300000,0.100000,-0.100000,0,,,,,,,,,0,K3V,4730.00,100.00,-100.00,0,0.850000,0.040000,-0.040000,0,0.760000,0.320000,-0.320000,0,0.2800,,,0,[Fe/H],4.460000,0.180000,-0.180000,0,23h09m11.38s,347.2974170,-02d15m40.19s,-2.2611645,28.82740000,0.04290000,-0.04270000,8.6000000,0.0050000,-0.0050000,6.2230000,0.0200000,-0.0200000,8.2743200,0.0003050,-0.0003050
HD 219077 b,HD 219077,1,1,Radial Velocity,2012,La Silla Observatory,0,5478.68861000000,48.63475000000,-38.25330000000,0,5.9350000000,0.2490000000,-0.2650000000,0,12.50000000,,,0,1.11000000,,,0,3057.50927534,318.14623541,-232.96822233,0,9.62000000,1.00100000,-0.73300000,0,Mass,0.768000,0.002000,-0.002000,0,,,,,,,,,0,G8 V+,5362.00,18.00,-18.00,0,1.910000,0.030000,-0.030000,0,0.920000,0.118000,-0.118000,0,-0.1300,0.0100,-0.0100,0,[Fe/H],4.000000,0.030000,-0.030000,0,23h14m07.67s,348.5319387,-62d42m06.59s,-62.7018297,29.18640000,0.03720000,-0.03720000,6.1200000,0.0300000,-0.0300000,4.2870000,8.8880000,-8.8880000,5.9159700,0.0007371,-0.0007371
HD 219134 b,HD 219134,1,6,Radial Velocity,2015,Roque de los Muchachos Observatory,0,3.09292600000,0.00001000000,-0.00001000000,0,0.0387600000,0.0004700000,-0.0004700000,0,1.60200000,0.05500000,-0.05500000,0,0.14292087,0.00490677,-0.00490677,0,4.74000000,0.19000000,-0.19000000,0,0.01491363,0.00059780,-0.00059780,0,Mass,0.000000,,,0,176.2000,5.5000,-5.5000,0,1015.00,8.00,-8.00,0,0,K3 V,4699.00,16.00,-16.00,0,0.778000,0.005000,-0.005000,0,0.810000,0.030000,-0.030000,0,0.1100,0.0400,-0.0400,0,[Fe/H],4.567000,0.018000,-0.018000,0,23h13m20.93s,348.3372026,+57d10m10.65s,57.1696255,6.53127000,0.00384000,-0.00385000,5.5691100,0.0230000,-0.0230000,3.2610000,0.3040000,-0.3040000,5.2402000,0.0022257,-0.0022257
